lsat,ugpa,zfygpa,race
38.0,3.7,0.68,white
41.0,3.7,1.54,white
33.0,2.8,0.83,white
32.0,3.4,-1.21,white
37.0,2.7,-0.06,white
33.0,3.5,0.28,white
38.0,3.4,1.38,white
35.0,2.6,-0.85,white
25.5,2.5,-1.76,black
30.0,3.4,1.61,white
28.5,3.4,0.1,white
23.0,2.9,-2.27,black
33.0,3.1,0.48,white
40.0,3.8,1.08,white
29.0,3.0,-1.71,black
39.0,3.0,-1.64,white
40.0,2.5,0.1,white
37.0,3.1,0.18,white
32.0,3.6,-2.13,white
36.0,2.1,1.57,white
33.5,2.7,-1.07,white
38.0,3.5,0.05,white
31.0,3.3,-1.17,white
44.0,3.4,0.12,white
34.0,2.6,-1.46,black
40.0,3.3,1.33,white
32.0,3.1,-1.09,white
47.0,3.7,1.94,white
45.0,3.7,-0.43,white
30.0,3.6,0.25,white
27.0,2.7,-1.45,black
29.0,3.7,2.16,white
47.0,3.0,-0.43,white
27.7,2.9,0.16,white
47.0,3.1,0.1,white
43.0,3.6,0.32,white
39.0,3.4,0.59,white
30.0,3.8,-0.08,white
37.0,3.5,0.67,white
38.0,2.7,1.15,white
44.0,3.2,1.65,white
39.0,3.2,0.22,white
28.5,3.9,0.49,white
36.0,2.8,-0.07,white
34.0,3.1,0.36,white
39.0,3.0,-0.68,white
31.0,3.1,-0.19,black
44.0,3.5,0.24,white
39.0,3.5,-0.15,white
40.0,3.4,1.25,white
39.0,3.0,0.41,white
43.0,3.0,0.06,white
24.0,2.6,-2.05,black
33.0,3.9,0.28,white
26.5,3.9,-0.92,white
34.0,3.0,1.33,white
35.0,3.1,0.65,white
39.0,2.1,1.61,white
39.0,4.0,1.73,white
39.0,3.5,-0.06,white
42.0,3.9,0.5,white
37.0,3.1,-1.15,white
41.0,4.0,1.45,white
34.0,3.3,0.39,white
40.0,3.2,-0.62,white
46.0,3.7,2.2,white
35.0,3.3,1.39,white
36.0,2.5,-1.1,white
37.0,2.9,0.49,white
45.0,3.7,1.42,white
34.0,3.2,-0.96,white
38.0,3.3,0.35,white
39.0,3.3,0.58,white
35.0,3.2,-0.36,white
24.5,2.4,-0.71,white
38.0,3.1,-1.55,white
43.0,3.9,0.2,white
36.0,3.1,-0.33,white
36.0,3.4,0.07,white
42.0,3.8,1.01,white
31.0,3.5,-1.58,white
33.5,2.9,0.94,white
38.0,3.6,0.81,white
37.0,3.5,-0.1,white
36.0,3.9,-0.44,white
47.0,3.1,-0.41,white
34.5,2.7,-0.16,white
31.0,3.7,0.01,white
41.0,3.0,0.05,white
37.0,3.9,-1.16,white
32.0,3.4,-0.44,white
33.0,3.8,1.06,white
36.0,3.2,0.85,white
41.0,3.0,1.22,white
33.0,3.1,-0.54,black
42.0,3.0,1.24,white
39.0,3.3,-0.06,white
32.5,3.2,0.51,white
40.0,3.4,-0.67,white
39.0,3.2,-0.8,white
44.0,3.3,-1.48,white
32.0,2.7,1.18,white
38.0,3.4,-2.18,white
30.5,3.2,-1.92,black
32.0,3.2,0.44,white
33.0,3.7,0.15,white
31.0,2.7,-0.56,white
31.0,3.3,1.16,white
38.0,3.1,1.67,white
41.0,3.4,0.25,white
28.5,3.5,0.79,white
41.0,3.1,1.02,white
33.0,2.5,-1.4,white
33.0,3.3,-0.68,white
34.0,3.0,0.9,white
38.0,3.5,-0.56,white
28.0,2.6,0.42,white
42.0,2.8,0.13,white
44.0,3.1,0.36,white
42.0,3.9,1.3,white
37.5,3.4,0.93,white
37.0,3.8,1.41,white
34.0,3.4,0.03,white
31.0,3.8,-0.48,white
28.0,2.8,-0.09,black
33.0,2.9,2.3,white
42.0,3.8,1.29,white
33.0,3.6,2.23,white
33.0,3.7,1.83,white
37.0,2.2,0.02,white
24.5,2.5,-2.49,white
38.0,3.1,-0.95,white
40.0,3.5,-0.82,white
38.0,3.5,-0.11,white
42.0,3.6,0.11,white
31.0,3.4,-0.7,white
35.0,2.8,0.63,white
37.0,2.7,-0.85,white
29.5,2.9,-0.75,white
29.0,2.8,-0.59,white
41.0,3.7,1.17,white
36.0,3.8,2.12,white
30.5,3.1,-1.93,white
35.0,3.0,1.55,white
38.0,3.6,0.69,white
37.0,3.7,1.94,white
41.0,3.1,-0.19,white
36.0,2.7,0.91,white
35.0,3.2,0.47,white
38.0,2.6,0.05,white
32.0,3.2,-0.11,white
34.0,3.1,0.97,white
40.0,3.5,-0.92,white
45.0,2.8,-0.14,white
43.0,3.3,0.68,white
33.0,3.4,-0.43,white
33.0,3.0,0.09,white
32.0,3.0,-0.42,white
31.0,3.3,0.8,white
39.0,3.9,1.3,white
35.0,3.3,-0.69,white
25.0,2.9,-1.42,black
46.0,3.7,2.18,white
35.0,3.4,0.93,white
32.0,3.2,-0.85,black
42.0,3.6,0.5,white
35.0,3.5,-0.75,white
39.0,3.4,-0.24,white
39.0,2.8,0.38,white
37.0,3.4,-1.05,white
39.0,3.8,0.13,white
36.0,3.3,-0.39,white
37.0,2.5,-0.96,black
30.0,3.6,0.31,white
37.0,3.1,0.52,white
24.0,3.3,-1.57,white
41.0,3.7,-0.51,white
42.0,3.3,0.77,white
45.0,3.2,1.29,white
38.0,2.7,-0.67,white
29.0,3.6,-0.89,white
44.0,4.0,1.44,white
35.0,3.3,2.16,white
47.0,3.3,-0.89,white
33.0,3.3,1.12,white
35.0,2.8,-0.23,white
35.0,2.9,-0.86,white
37.0,3.3,0.52,white
45.0,2.5,-0.13,white
36.5,3.0,0.3,white
40.0,2.7,0.92,white
41.0,3.2,-0.9,white
43.0,3.7,-0.6,white
28.0,3.2,-0.09,black
35.0,2.8,-0.65,white
46.0,3.7,1.37,white
40.0,3.3,-0.98,white
30.0,2.7,-0.33,white
38.5,3.7,-0.26,white
36.0,3.2,1.29,white
48.0,3.6,0.08,white
28.0,3.1,-0.48,black
33.0,3.5,0.29,white
25.0,2.4,0.45,black
37.0,3.3,2.15,white
45.0,3.5,0.9,white
30.0,3.5,0.53,white
41.0,3.2,1.91,white
33.0,3.0,-0.63,white
32.0,2.9,-1.57,black
48.0,3.2,1.06,white
37.0,3.5,0.7,white
31.0,3.7,1.39,white
43.0,3.0,1.47,white
48.0,3.7,-0.15,white
40.0,3.9,-0.16,white
45.0,3.7,0.19,white
39.0,3.3,1.01,white
27.5,2.9,-0.33,white
39.0,3.8,1.64,white
38.0,2.3,0.04,white
32.0,3.6,0.03,white
36.0,3.1,-0.34,white
29.3,2.5,0.28,white
39.0,2.1,-1.84,white
40.0,2.8,0.93,white
29.5,3.5,-0.24,white
32.0,2.9,-1.49,white
29.0,2.9,0.46,white
39.0,3.4,0.32,white
41.5,3.4,-0.52,white
35.5,3.7,0.69,white
39.0,3.7,1.42,white
32.0,3.2,0.89,white
40.0,2.9,0.42,white
39.0,2.8,-0.04,white
28.0,3.6,0.48,white
42.0,3.6,-0.45,white
38.0,3.7,-0.28,white
44.0,3.8,1.6,white
42.0,3.1,-0.14,white
38.5,4.0,-0.03,white
36.0,3.4,0.84,white
34.0,3.5,0.55,white
32.0,2.9,-0.73,white
42.0,3.1,0.01,white
38.0,3.1,0.23,white
35.0,3.5,0.15,white
30.5,3.0,-0.4,white
38.0,3.9,0.57,white
29.0,2.8,0.05,white
36.0,2.4,1.93,white
32.0,2.8,-0.58,white
31.0,2.7,0.62,white
33.0,3.7,0.5,white
42.0,2.5,-0.97,white
37.0,3.0,-0.12,white
42.0,2.9,-0.15,white
35.0,3.4,-1.07,white
32.5,2.7,0.61,white
39.0,3.8,0.15,white
46.0,3.3,1.47,white
42.0,3.7,0.77,white
29.0,2.9,0.03,white
23.5,3.1,-0.91,black
45.0,3.9,1.81,white
43.0,3.7,1.08,white
35.0,3.1,-1.28,white
38.5,3.8,0.86,white
37.0,3.2,-0.35,white
36.0,3.6,-1.15,white
34.0,3.0,0.31,white
41.0,3.5,0.97,white
36.0,3.7,-0.42,white
45.0,3.9,-0.78,white
37.0,3.2,-1.15,white
40.0,3.3,0.65,white
36.0,2.5,-0.05,white
38.0,3.5,0.71,white
43.0,3.8,0.64,white
46.0,3.6,-0.13,white
35.0,3.4,0.83,white
42.0,2.7,-0.91,white
36.0,3.2,-0.14,white
36.0,3.8,0.99,white
42.0,3.2,0.04,white
30.0,3.4,-2.03,black
35.0,3.3,-1.29,white
23.3,3.5,0.21,black
47.0,2.2,-0.86,white
42.0,2.5,-0.41,white
37.0,2.7,0.14,white
42.0,3.3,-1.66,white
43.0,3.1,0.48,white
35.0,3.1,0.53,white
29.0,2.3,-0.43,black
39.0,2.7,0.59,white
29.0,3.3,1.76,white
32.0,2.8,-1.71,black
39.0,3.8,0.89,white
33.0,3.1,0.08,white
31.5,2.6,-0.75,black
40.0,3.3,-0.16,white
48.0,4.0,0.25,white
34.0,3.0,0.15,white
37.0,3.1,0.66,white
36.5,3.1,-1.23,white
38.0,3.1,-0.07,white
34.0,2.7,1.76,white
31.0,3.7,-1.31,white
35.0,3.1,0.31,white
39.0,3.1,1.06,white
47.0,3.3,-0.67,white
44.0,3.2,-0.34,white
45.0,3.0,1.16,white
38.0,3.1,-0.82,white
26.0,3.5,-1.14,black
43.0,2.9,-1.58,white
38.0,3.5,-0.62,white
34.0,3.1,1.3,white
41.0,3.3,0.48,white
35.0,3.8,2.0,white
36.5,3.4,-0.54,white
22.5,3.0,-1.95,black
37.0,3.5,-0.7,white
40.0,3.2,-0.78,white
34.0,3.0,2.42,white
36.0,3.3,-0.07,white
36.0,3.1,0.53,white
44.0,3.8,0.37,white
38.0,2.6,-1.47,white
32.0,2.8,-1.11,black
33.0,2.6,-0.56,white
40.0,3.3,1.17,white
41.0,3.9,1.02,white
36.0,2.9,0.45,white
39.0,3.7,-0.75,white
38.0,2.8,-0.17,white
44.0,3.5,-0.52,white
34.0,3.0,1.12,white
27.0,2.7,0.1,white
34.0,3.4,1.07,white
34.0,3.6,-0.74,white
38.0,3.0,-0.91,white
37.0,3.2,0.64,white
32.0,3.3,1.64,white
18.0,2.6,-2.41,black
23.0,3.3,0.38,white
41.0,3.9,0.75,white
37.5,3.0,0.81,white
40.5,3.5,1.33,white
32.0,3.7,1.5,white
41.0,3.8,1.32,white
43.0,3.7,0.35,white
35.0,3.7,-0.48,white
43.0,3.8,1.14,white
43.0,3.5,0.05,white
38.0,3.2,-0.05,white
37.0,3.3,-0.6,white
40.0,3.0,-1.11,white
37.0,3.3,0.04,white
42.0,3.0,0.57,white
37.0,2.5,1.39,white
31.0,2.5,-0.92,white
35.0,3.4,1.52,white
40.0,3.9,0.91,white
35.0,2.2,-0.58,white
42.0,3.2,-0.68,white
37.0,3.0,-0.13,white
32.0,3.4,-0.1,white
33.0,3.2,-0.42,white
36.0,2.9,-0.59,white
36.0,2.8,-1.73,white
38.0,3.4,-0.36,white
36.0,3.6,0.66,white
41.0,3.5,-0.02,white
29.5,3.1,-1.04,white
37.5,3.1,0.19,white
38.0,2.9,1.13,white
27.0,3.3,-0.03,white
43.0,3.6,0.26,white
45.0,3.5,0.84,white
28.0,2.6,-1.27,black
44.0,2.6,1.46,white
38.0,3.0,-0.18,white
39.0,3.3,2.02,white
38.0,3.5,-1.05,white
38.0,2.9,1.1,white
33.0,2.5,-1.23,white
40.0,3.7,0.94,white
46.0,3.2,0.5,white
35.0,3.2,0.33,white
37.0,3.6,0.26,white
38.0,3.2,0.54,white
38.0,3.7,0.19,white
14.5,3.2,-1.22,black
29.0,2.7,1.14,white
33.0,3.5,0.05,white
25.0,2.9,-0.49,white
39.0,2.9,-0.69,white
46.0,3.8,1.33,white
46.0,2.9,-0.12,white
40.0,3.3,-0.32,white
28.5,2.7,-0.14,white
33.0,3.2,-0.14,white
26.0,3.6,0.03,black
34.0,3.7,-0.85,white
30.0,3.4,0.76,white
41.0,2.8,1.04,white
28.0,2.3,-0.54,black
29.0,3.5,-0.95,white
23.0,2.8,-2.37,black
42.0,3.1,0.48,white
39.0,3.0,0.7,white
42.0,3.4,0.04,white
32.0,3.1,-0.24,white
36.0,2.7,-1.79,white
17.0,2.0,-2.56,black
38.0,3.7,0.95,white
39.0,3.0,-1.05,white
35.0,2.9,-0.27,white
36.0,3.3,0.83,white
36.0,3.7,-1.76,white
32.5,3.0,0.52,white
34.0,3.5,0.19,white
29.0,3.1,-0.11,black
43.0,3.6,-0.94,white
43.0,3.4,0.32,white
42.0,2.9,0.5,white
41.0,2.3,0.45,white
38.0,3.2,0.2,white
44.0,3.8,1.03,white
32.0,2.9,-0.88,white
30.0,3.0,-1.17,white
40.0,2.7,1.49,white
44.0,3.5,-0.23,white
34.0,2.7,0.16,white
30.0,3.3,0.25,white
27.0,3.2,-0.7,white
38.0,2.7,-0.98,white
36.0,3.3,-0.34,white
38.0,3.7,-0.61,white
46.0,3.0,0.95,white
33.0,3.9,0.05,white
42.0,2.7,-0.55,white
38.0,3.0,0.28,white
36.0,3.2,0.27,white
38.0,3.4,-0.18,white
34.0,3.0,-1.85,white
31.0,3.2,-1.07,black
38.0,2.8,-0.11,white
28.0,3.4,0.06,white
35.5,3.1,0.46,white
38.0,3.0,1.15,white
36.0,3.4,0.46,white
40.0,3.1,1.11,white
32.5,2.9,-0.29,white
37.0,3.3,-0.82,white
30.0,3.8,-0.21,white
47.0,3.5,0.47,white
35.0,3.1,-0.03,white
41.0,2.4,-0.59,white
27.0,3.2,-0.78,white
31.0,3.3,-1.03,white
30.0,3.2,-0.93,black
48.0,3.4,-0.49,white
39.0,2.7,0.57,white
40.0,3.0,0.12,white
40.0,2.6,-0.17,white
32.5,3.0,0.23,white
32.0,2.6,0.65,white
32.0,2.9,-0.42,black
38.0,3.1,-0.67,white
42.0,3.0,1.07,white
39.0,4.0,2.01,white
37.0,3.1,-1.11,white
32.0,3.4,0.2,white
42.0,2.8,-0.71,white
35.0,2.1,-2.18,black
32.0,3.8,0.54,white
31.0,3.6,-1.17,white
26.0,3.1,-0.58,white
39.0,3.7,-0.16,white
32.5,3.1,0.47,white
41.0,2.6,0.66,white
40.0,3.4,0.77,white
44.0,3.4,0.77,white
41.0,3.6,1.0,white
33.0,3.0,-1.75,white
37.0,3.3,-1.7,white
35.0,2.9,-0.32,white
43.0,3.1,0.19,white
39.0,3.0,-0.01,white
37.0,3.2,-0.47,white
34.0,3.5,0.94,white
33.0,2.7,-1.18,black
42.0,3.7,-1.05,white
38.0,3.1,2.38,white
34.0,3.4,-1.09,white
34.0,3.0,-1.02,white
34.0,3.2,0.02,white
42.0,3.6,1.51,white
40.0,3.2,0.19,white
44.0,3.2,1.03,white
39.0,3.0,1.05,white
45.0,3.5,-1.58,white
36.0,3.3,-0.38,white
40.0,3.4,0.35,white
40.0,3.3,1.05,white
36.0,3.7,-0.75,white
31.0,3.7,0.48,white
31.0,2.7,1.75,white
37.0,3.2,0.18,white
29.0,3.0,-1.89,white
32.0,3.3,-0.39,white
32.0,3.1,-1.96,white
38.0,3.9,1.44,white
30.5,3.2,-0.15,white
42.5,3.7,0.07,white
36.0,3.7,-0.24,white
45.0,3.0,1.08,white
30.0,3.2,-1.77,white
40.0,3.4,1.02,white
39.0,3.2,1.39,white
29.5,3.5,-0.45,white
39.0,3.5,0.86,white
41.0,2.4,0.09,white
34.0,3.4,0.41,white
40.0,1.7,0.52,white
42.0,3.9,0.06,white
38.0,3.7,0.88,white
37.0,3.9,-0.39,white
36.0,3.4,0.55,white
43.0,3.8,0.44,white
47.0,3.5,0.25,white
42.0,3.4,0.38,white
46.0,3.2,-0.12,white
40.0,3.4,-0.91,white
45.0,2.5,0.87,white
40.0,3.7,0.77,white
28.5,3.0,-1.35,black
45.0,3.6,2.05,white
31.3,3.0,-2.13,white
33.0,2.3,-0.73,white
40.0,3.8,-1.11,white
30.0,3.6,-0.79,white
36.0,3.3,-1.55,black
46.0,3.6,-0.63,white
29.0,3.5,0.05,white
34.5,2.8,-0.72,white
45.0,3.6,0.98,white
32.0,2.9,1.1,white
23.5,2.2,-1.84,black
38.0,3.4,0.83,white
32.0,3.7,-0.7,white
42.0,3.6,1.23,white
48.0,3.5,0.71,white
39.0,3.0,0.37,white
26.0,3.5,0.23,white
18.0,2.6,-2.1,black
35.0,3.9,-1.46,white
34.3,2.8,-0.55,white
36.0,2.9,-1.38,white
40.0,3.2,0.74,white
30.0,2.5,-0.99,white
31.0,2.1,0.16,white
32.0,3.0,-1.86,white
32.0,2.7,-0.3,white
40.0,3.8,0.09,white
40.0,3.3,1.05,white
40.0,2.4,-0.23,white
35.0,3.0,1.05,white
45.0,3.2,0.43,white
38.0,3.8,1.29,white
39.0,3.3,0.82,white
35.0,2.2,-1.86,black
28.0,3.1,-2.17,black
32.5,3.3,-0.56,white
33.0,3.1,0.56,white
24.5,2.2,-1.73,white
32.0,3.0,0.55,white
38.0,3.8,1.4,white
28.0,3.0,-0.76,white
32.0,3.0,-0.72,white
28.0,3.4,0.24,white
35.0,3.3,-0.57,white
30.0,3.8,0.06,white
27.0,2.7,-1.5,black
33.0,2.5,-0.03,black
30.0,2.5,-1.14,black
34.0,3.4,-1.42,white
32.0,2.8,-0.89,black
36.0,3.0,-0.62,white
37.0,3.5,0.12,white
38.0,3.2,0.98,white
35.0,3.5,-0.41,white
39.0,3.1,0.99,white
39.0,2.7,0.15,white
34.0,2.9,0.82,white
45.0,3.2,0.17,white
35.0,3.4,1.08,white
43.0,3.7,1.28,white
31.0,3.5,1.06,white
34.0,3.4,-1.37,white
39.0,4.0,-0.41,white
35.0,3.4,1.34,white
31.0,3.7,1.18,white
34.0,3.3,0.84,white
36.0,3.0,0.45,white
34.0,3.8,-0.01,white
34.0,3.1,0.35,white
33.0,3.1,1.25,white
40.0,2.9,-2.44,black
39.0,3.1,-0.21,white
33.0,3.6,0.32,white
33.0,3.1,-0.37,white
29.5,3.0,0.05,white
32.0,2.8,-1.88,white
44.0,3.5,-0.6,white
36.0,3.4,-0.17,white
41.0,3.5,0.86,white
30.0,2.9,0.07,white
44.0,3.2,-0.16,white
42.0,2.9,0.23,white
34.7,3.9,1.11,white
44.0,3.8,0.43,white
33.0,2.8,-0.76,white
33.0,3.0,-0.45,white
32.0,2.7,-0.24,white
37.0,3.1,-0.86,white
44.0,3.9,-0.66,white
36.0,2.3,0.77,white
36.0,3.7,1.58,white
48.0,2.5,-0.46,white
35.0,3.3,1.76,white
34.0,3.8,-0.16,white
40.0,2.2,0.04,white
36.0,3.4,-0.4,white
27.0,3.0,-0.21,white
25.0,3.3,0.28,black
40.0,3.0,0.55,white
37.0,2.9,-0.24,white
33.0,3.5,0.58,white
42.0,3.8,1.04,white
27.5,3.3,-0.47,white
30.3,3.4,2.09,white
34.0,3.3,0.3,white
36.0,2.6,1.34,white
39.0,3.6,0.61,white
32.5,3.4,-0.31,white
31.0,3.2,2.48,white
37.0,3.5,1.36,white
42.0,3.1,0.47,white
35.0,3.2,-1.14,white
31.0,3.1,0.8,white
40.0,2.6,1.04,white
43.0,2.9,0.18,white
40.0,3.2,0.89,white
46.0,3.8,0.06,white
34.0,2.8,-0.11,white
33.0,3.2,-1.25,white
31.0,3.5,-0.81,white
30.5,3.3,-0.25,white
31.0,2.7,1.89,white
41.0,3.3,-0.79,white
30.0,3.0,1.1,white
40.0,3.0,1.15,white
48.0,3.5,2.08,white
41.0,3.5,-0.12,white
41.0,2.7,0.21,white
34.0,2.9,-0.03,white
47.0,3.7,1.78,white
41.0,3.7,0.47,white
38.0,2.6,-0.62,white
33.0,3.7,-1.37,white
43.0,4.0,2.0,white
39.7,2.8,-0.05,white
19.0,3.0,-2.02,black
45.0,3.5,0.08,white
42.0,3.7,0.01,white
37.0,2.6,-0.4,white
39.0,3.0,0.9,white
37.0,3.8,-0.03,white
40.0,2.8,0.71,white
33.0,3.3,0.21,white
36.0,2.9,0.71,white
37.0,3.5,-0.98,white
44.0,3.2,0.99,white
33.0,3.2,-1.23,white
46.0,3.2,0.83,white
44.0,3.6,1.62,white
34.0,3.6,-0.63,white
36.0,3.1,0.17,white
42.0,2.6,-0.73,white
36.0,3.0,0.36,white
35.0,2.8,0.84,white
34.0,3.5,0.05,white
38.0,3.7,-0.96,white
44.0,2.7,0.1,white
46.0,3.3,0.3,white
30.5,3.2,0.8,white
35.5,3.5,0.91,white
43.0,3.4,-0.11,white
39.0,3.4,-1.42,white
39.0,3.4,-0.45,white
37.0,3.3,-1.52,white
40.0,3.9,0.35,white
28.0,2.9,-0.3,white
27.0,2.7,-0.17,black
36.0,3.6,-0.02,white
31.0,3.3,-1.46,white
43.0,3.7,-1.26,white
46.0,2.8,-0.3,white
34.0,3.3,-1.11,white
29.0,3.6,-0.31,white
40.0,3.1,1.23,white
38.0,3.9,0.14,white
36.0,2.6,-0.91,white
34.0,2.8,1.62,white
42.0,3.1,-0.96,white
45.0,3.1,-0.73,white
30.0,3.5,0.34,white
30.0,3.5,2.13,white
41.0,2.4,2.58,white
36.0,2.6,-0.72,white
21.0,2.9,-0.58,black
47.0,3.3,0.17,white
42.0,3.3,0.53,white
32.0,2.1,1.28,white
33.0,3.7,-0.33,white
38.0,3.3,-0.77,white
30.0,3.3,-1.11,white
36.0,2.7,0.78,white
33.0,3.4,0.52,white
38.0,3.6,-0.19,white
40.0,3.2,-0.32,white
37.0,3.1,-0.31,white
40.0,3.1,-1.23,white
39.0,3.7,0.88,white
32.0,3.6,0.19,white
40.0,3.8,-0.6,white
46.0,2.9,0.79,white
35.0,2.9,-0.49,white
38.0,3.2,-0.28,white
37.0,2.9,0.15,white
33.0,3.2,-0.15,white
46.0,3.8,0.54,white
42.0,3.0,-0.4,white
36.0,2.5,-1.3,white
36.0,3.2,-0.56,white
29.0,2.6,-2.33,black
39.0,3.6,-0.3,white
39.0,2.7,1.03,white
35.0,2.8,2.02,white
48.0,3.4,0.6,white
46.0,3.6,-0.15,white
41.0,2.9,0.73,white
33.0,3.5,0.2,black
36.0,3.1,1.29,white
29.0,3.4,0.53,white
38.0,3.1,0.65,white
35.0,2.3,-0.64,white
45.0,3.5,0.15,white
39.0,3.7,0.34,white
28.0,3.2,-1.61,black
30.5,3.0,-1.09,white
44.0,3.7,-0.27,white
38.0,3.4,-1.39,white
37.0,3.6,0.59,white
44.0,2.7,-0.45,white
45.0,4.0,0.42,white
45.0,3.8,0.2,white
26.5,2.7,0.16,white
33.0,3.7,0.76,white
32.0,3.5,-1.09,white
38.0,3.1,0.73,white
45.0,3.7,0.47,white
33.5,4.0,0.84,white
30.5,3.6,0.3,white
30.0,3.1,-0.28,white
39.0,3.3,-0.26,white
33.0,3.9,1.7,white
40.0,3.7,0.85,white
28.5,3.1,0.0,white
32.0,3.5,0.36,white
40.0,3.4,-1.11,white
43.0,3.6,0.18,white
31.5,3.2,-0.24,white
46.0,3.5,0.59,white
37.0,3.2,-0.08,white
39.0,3.1,0.3,white
32.0,3.0,0.96,white
41.0,3.0,-0.06,white
36.0,2.5,-1.4,white
44.0,3.7,-0.37,white
41.0,3.1,-0.35,white
40.5,3.4,1.07,white
42.0,3.2,-0.18,white
26.0,2.9,-1.03,white
37.0,2.5,0.1,white
46.0,3.7,0.13,white
35.0,3.0,1.02,white
32.0,3.4,0.17,white
23.5,3.3,-2.61,white
26.0,3.2,-1.57,black
38.0,3.0,-0.45,white
34.0,3.3,-0.49,black
37.0,3.4,-0.03,white
44.0,3.2,0.24,white
31.0,3.2,0.32,white
39.0,3.1,1.25,white
44.0,3.2,0.84,white
41.0,3.9,0.24,white
36.0,3.3,0.43,white
48.0,3.6,-0.26,white
32.5,2.8,1.99,white
40.0,2.9,-1.45,white
35.0,2.9,-0.52,white
44.0,3.8,0.89,white
43.0,2.8,0.08,white
38.0,3.6,-0.6,white
42.0,3.2,1.7,white
30.0,3.1,-0.6,white
22.0,3.5,-0.97,white
35.0,3.2,1.43,white
45.0,3.6,-0.79,white
36.0,2.4,-1.25,white
43.0,3.3,-0.11,white
39.0,3.2,0.05,white
40.0,3.7,1.23,white
42.0,3.5,1.11,white
19.5,2.6,-3.07,black
40.5,2.1,1.26,white
36.0,3.1,-0.98,white
32.5,3.3,-0.99,white
34.0,3.6,1.0,white
43.0,3.8,-0.51,white
39.0,3.6,-0.1,white
48.0,2.4,-0.45,white
36.0,2.9,0.08,white
32.0,3.5,-0.26,white
35.0,2.8,-0.85,white
33.0,3.0,-1.3,white
41.0,3.3,0.38,white
37.0,3.8,1.19,white
46.0,3.7,1.41,white
39.0,3.3,-1.86,white
43.0,3.7,0.35,white
45.0,3.1,-0.09,white
24.3,3.0,-0.05,white
25.0,3.7,0.6,white
43.0,3.4,0.69,white
39.0,3.6,0.8,white
47.0,3.5,0.61,white
37.0,3.5,0.24,white
39.0,3.8,0.02,white
42.0,2.8,-0.89,white
43.0,3.8,2.18,white
35.0,3.5,0.69,white
43.0,3.5,0.9,white
36.0,3.3,0.7,white
32.0,3.3,0.72,white
37.0,2.8,1.19,white
30.0,3.2,-0.71,white
38.0,3.7,1.54,white
45.0,3.3,1.08,white
37.0,3.4,-1.02,white
44.0,3.9,1.71,white
39.0,3.3,-3.7,white
38.0,3.3,0.11,white
38.0,2.7,0.0,white
24.0,3.6,-2.22,black
30.5,3.1,-1.85,white
42.0,3.1,0.09,white
37.0,3.5,1.07,white
42.0,2.8,1.67,white
31.5,3.1,-0.04,white
26.0,2.6,1.33,black
29.0,3.4,1.38,black
42.0,2.6,0.37,white
29.0,3.0,-1.0,white
37.0,3.6,1.16,white
31.5,3.4,-0.27,white
31.0,3.5,0.6,white
25.0,2.4,-2.29,black
37.0,3.2,-0.42,white
44.0,3.0,0.75,white
31.0,2.1,-1.94,white
33.0,3.4,1.55,white
42.0,3.8,-0.25,white
31.0,2.0,-1.67,white
24.7,3.4,-1.17,white
27.0,3.0,0.44,black
41.0,3.4,-0.11,white
39.0,3.2,-0.76,white
41.0,3.8,-0.28,white
32.0,3.0,0.54,white
35.5,2.3,2.26,white
39.0,3.9,-0.39,white
40.0,3.6,0.83,white
32.5,3.2,-0.53,white
32.0,3.0,0.93,white
47.0,2.8,0.82,white
41.0,3.9,0.09,white
42.0,2.9,0.4,white
39.0,3.4,-0.92,white
33.0,2.9,-0.79,white
35.0,3.2,0.38,white
34.0,3.8,-0.85,white
39.0,3.7,-0.24,white
41.0,2.8,-1.17,white
46.0,3.3,1.42,white
37.0,2.4,-0.6,white
41.0,2.9,1.06,white
42.0,3.8,0.7,white
39.0,3.7,0.78,white
32.0,3.5,-0.56,white
32.0,2.9,0.42,white
38.0,3.3,0.66,white
43.0,3.8,-0.08,white
32.0,3.0,-0.42,white
38.0,3.2,1.06,white
38.0,3.4,0.81,white
31.0,3.7,0.24,white
38.0,3.0,-0.73,white
37.0,2.3,2.6,black
35.0,3.1,-0.12,white
42.0,3.7,0.34,white
46.0,3.5,-0.85,white
28.0,3.0,-1.85,black
22.0,3.7,-1.99,black
41.0,2.7,-0.87,white
23.0,2.4,0.35,black
37.0,3.8,0.75,white
31.0,2.8,1.71,white
25.0,2.7,-1.49,black
37.0,2.4,-0.76,white
37.0,4.0,2.44,white
45.0,3.9,-0.85,white
38.0,3.2,0.0,white
39.0,3.0,0.49,white
33.0,3.3,0.22,white
38.0,3.2,0.33,white
24.0,2.6,-0.6,white
42.0,3.2,0.55,white
34.0,3.7,0.56,white
41.0,3.6,0.18,white
33.0,4.0,1.69,white
33.5,3.0,-0.15,white
43.0,3.2,0.32,white
40.0,2.7,0.37,white
31.5,3.2,-0.34,white
46.0,3.1,1.0,white
40.0,2.8,0.04,white
36.0,3.7,0.13,white
33.0,3.3,-1.28,white
39.0,2.9,-1.03,white
40.0,3.1,-0.16,white
35.0,2.7,-0.13,white
41.0,3.3,-1.15,white
29.0,2.0,0.44,white
20.0,2.5,-2.58,black
32.5,2.7,-0.23,white
30.0,2.8,1.68,white
34.0,3.3,1.83,white
35.0,3.6,-0.77,white
